Date,From Currency,To Currency,Rate
2015-02-26,USD,EUR,0.8836264028
2014-09-10,USD,USD,1.0
2014-09-10,USD,INR,60.9549849176
2014-09-10,USD,EUR,0.7734550236
2014-09-10,USD,GBP,0.6197308377
2015-03-31,USD,USD,1.0
2015-03-31,USD,GBP,0.6759921926
2015-03-31,USD,INR,62.527930105
2015-03-31,USD,EUR,0.9294544103
2014-09-11,USD,USD,1.0
2014-09-11,USD,INR,60.9549814356
2014-09-11,USD,EUR,0.7735148515
2014-09-11,USD,GBP,0.6155631188
2014-10-20,USD,USD,1.0
2014-10-20,USD,INR,61.2949972598
2014-10-20,USD,EUR,0.7829014327
2014-10-20,USD,GBP,0.6195881938
2014-08-25,USD,USD,1.0
2014-08-25,USD,INR,60.555
2014-08-25,USD,EUR,0.7575757576
2014-08-25,USD,GBP,0.602780303
2014-08-08,USD,USD,1.0
2014-08-08,USD,INR,61.1900209143
2014-08-08,USD,EUR,0.746937556
2014-08-08,USD,GBP,0.5950851509
2015-04-17,USD,USD,1.0
2015-04-17,USD,GBP,0.6657111152
2015-04-17,USD,INR,62.3950434622
2015-04-17,USD,EUR,0.9247272055
2015-01-02,USD,USD,1.0
2015-01-02,USD,GBP,0.6476791497
2015-01-02,USD,INR,63.3563065681
2015-01-02,USD,EUR,0.8303578842
2014-11-20,USD,USD,1.0
2014-11-20,USD,INR,61.9299784672
2014-11-20,USD,EUR,0.7975117633
2014-11-20,USD,GBP,0.6371321477
2015-03-06,USD,USD,1.0
2015-03-06,USD,GBP,0.6585788562
2015-03-06,USD,INR,62.3975189273
2015-03-06,USD,EUR,0.9121590805
2014-07-02,USD,USD,1.0
2014-07-02,USD,INR,59.5549941418
2014-07-02,USD,EUR,0.7322788518
2014-07-02,USD,GBP,0.5827475103
2014-08-12,USD,USD,1.0
2014-08-12,USD,INR,61.3000149858
2014-08-12,USD,EUR,0.7492881762
2014-08-12,USD,GBP,0.5960587442
2015-03-12,USD,USD,1.0
2015-03-12,USD,GBP,0.6681428437
2015-03-12,USD,INR,62.4481296523
2015-03-12,USD,EUR,0.9422406483
2014-06-13,USD,USD,1.0
2014-06-13,USD,INR,59.7849859613
2014-06-13,USD,EUR,0.7388798581
2014-06-13,USD,GBP,0.5895522388
2015-03-16,USD,USD,1.0
2015-03-16,USD,GBP,0.6754759875
2015-03-16,USD,INR,62.8723122099
2015-03-16,USD,EUR,0.9472387989
2014-06-11,USD,USD,1.0
2014-06-11,USD,INR,59.3160109249
2014-06-11,USD,EUR,0.7381708127
2014-06-11,USD,GBP,0.5957038459
2015-01-13,USD,USD,1.0
2015-01-13,USD,GBP,0.6592259379
2015-01-13,USD,INR,62.0430317433
2015-01-13,USD,EUR,0.8487523341
2015-02-25,USD,USD,1.0
2015-02-25,USD,GBP,0.6458663846
2015-02-25,USD,INR,61.9674775251
2015-02-25,USD,EUR,0.881367883
2015-01-29,USD,USD,1.0
2015-01-29,USD,GBP,0.6608484313
2015-01-29,USD,INR,61.9003977022
2015-01-29,USD,EUR,0.8837825895
2015-04-07,USD,USD,1.0
2015-04-07,USD,GBP,0.6717064626
2015-04-07,USD,INR,62.3195353554
2015-04-07,USD,EUR,0.9219138932
2015-01-09,USD,USD,1.0
2015-01-09,USD,GBP,0.6602048591
2015-01-09,USD,INR,62.3239651232
2015-01-09,USD,EUR,0.8465250148
2014-06-17,USD,USD,1.0
2014-06-17,USD,INR,60.1300117925
2014-06-17,USD,EUR,0.7370283019
2014-06-17,USD,GBP,0.5891804245
2015-02-04,USD,USD,1.0
2015-02-04,USD,GBP,0.6566486109
2015-02-04,USD,INR,61.832605277
2015-02-04,USD,EUR,0.8736676568
2014-12-08,USD,USD,1.0
2014-12-08,USD,INR,61.9199706314
2014-12-08,USD,EUR,0.8157937673
2014-12-08,USD,GBP,0.6399902105
2015-01-06,USD,USD,1.0
2015-01-06,USD,GBP,0.6582172234
2015-01-06,USD,INR,63.5722679201
2015-01-06,USD,EUR,0.8393486654
2014-08-15,USD,USD,1.0
2014-08-15,USD,INR,60.8665222587
2014-08-15,USD,EUR,0.746937556
2014-08-15,USD,GBP,0.5991559606
2014-11-07,USD,USD,1.0
2014-11-07,USD,INR,61.6361655773
2014-11-07,USD,EUR,0.806907125
2014-11-07,USD,GBP,0.6321310417
2014-07-16,USD,USD,1.0
2014-07-16,USD,INR,60.0800325155
2014-07-16,USD,EUR,0.738989063
2014-07-16,USD,GBP,0.5840230565
2015-04-29,USD,USD,1.0
2015-04-29,USD,GBP,0.6508816579
2015-04-29,USD,INR,63.4285584439
2015-04-29,USD,EUR,0.9089256499
2014-07-24,USD,USD,1.0
2014-07-24,USD,INR,60.1299732779
2014-07-24,USD,EUR,0.742280285
2014-07-24,USD,GBP,0.5879973278
2014-07-21,USD,USD,1.0
2014-07-21,USD,INR,60.3050007398
2014-07-21,USD,EUR,0.7397544015
2014-07-21,USD,GBP,0.5855156088
2015-02-06,USD,USD,1.0
2015-02-06,USD,GBP,0.6528348039
2015-02-06,USD,INR,61.7141609155
2015-02-06,USD,EUR,0.873591334
2014-07-31,USD,USD,1.0
2014-07-31,USD,INR,60.5553479333
2014-07-31,USD,EUR,0.7474400179
2014-07-31,USD,GBP,0.5925704462
2014-09-30,USD,USD,1.0
2014-09-30,USD,INR,61.8742748152
2014-09-30,USD,EUR,0.794723039
2014-09-30,USD,GBP,0.6177382182
2014-11-19,USD,USD,1.0
2014-11-19,USD,INR,61.9940167531
2014-11-19,USD,EUR,0.7977662545
2014-11-19,USD,GBP,0.6379337854
2015-04-30,USD,USD,1.0
2015-04-30,USD,GBP,0.6479714668
2015-04-30,USD,INR,63.5000445831
2015-04-30,USD,EUR,0.8916629514
2015-04-15,USD,USD,1.0
2015-04-15,USD,GBP,0.6775687683
2015-04-15,USD,INR,62.3713016353
2015-04-15,USD,EUR,0.945268929
2015-02-03,USD,USD,1.0
2015-02-03,USD,GBP,0.6627549226
2015-02-03,USD,INR,61.7164205345
2015-02-03,USD,EUR,0.8790436006
2015-02-05,USD,USD,1.0
2015-02-05,USD,GBP,0.6557405784
2015-02-05,USD,INR,61.7384750219
2015-02-05,USD,EUR,0.8764241893
2014-08-28,USD,USD,1.0
2014-08-28,USD,INR,60.6299893762
2014-08-28,USD,EUR,0.7588404917
2014-08-28,USD,GBP,0.6028987707
2014-10-16,USD,USD,1.0
2014-10-16,USD,INR,61.8580280806
2014-10-16,USD,EUR,0.7843752451
2014-10-16,USD,GBP,0.6251470704
2015-02-11,USD,USD,1.0
2015-02-11,USD,GBP,0.6537033763
2015-02-11,USD,INR,62.355488775
2015-02-11,USD,EUR,0.8838607036
2015-03-19,USD,USD,1.0
2015-03-19,USD,GBP,0.6727545191
2015-03-19,USD,INR,62.5830289407
2015-03-19,USD,EUR,0.9365926758
2015-05-22,USD,USD,1.0
2015-05-22,USD,GBP,0.6393765675
2015-05-22,USD,INR,63.4708885704
2015-05-22,USD,EUR,0.8957362952
2015-01-12,USD,USD,1.0
2015-01-12,USD,GBP,0.6600304981
2015-01-12,USD,INR,62.1640121993
2015-01-12,USD,EUR,0.8471704507
2014-06-16,USD,USD,1.0
2014-06-16,USD,INR,60.1699674845
2014-06-16,USD,EUR,0.738989063
2014-06-16,USD,GBP,0.5892698788
2014-08-27,USD,USD,1.0
2014-08-27,USD,INR,60.4511649086
2014-08-27,USD,EUR,0.75889808
2014-08-27,USD,GBP,0.6025650755
2014-11-10,USD,USD,1.0
2014-11-10,USD,INR,61.5049655614
2014-11-10,USD,EUR,0.8008970046
2014-11-10,USD,GBP,0.628864328
2015-04-01,USD,USD,1.0
2015-04-01,USD,GBP,0.6773593677
2015-04-01,USD,INR,62.4975360298
2015-04-01,USD,EUR,0.929800093
2014-09-22,USD,USD,1.0
2014-09-22,USD,INR,60.8870377579
2014-09-22,USD,EUR,0.7785130401
2014-09-22,USD,GBP,0.6123783573
2014-09-12,USD,USD,1.0
2014-09-12,USD,INR,60.7818420849
2014-09-12,USD,EUR,0.7733353956
2014-09-12,USD,GBP,0.6160389761
2015-02-20,USD,USD,1.0
2015-02-20,USD,GBP,0.6503805983
2015-02-20,USD,INR,62.2342007435
2015-02-20,USD,EUR,0.8851124093
2014-07-14,USD,USD,1.0
2014-07-14,USD,INR,60.0499743157
2014-07-14,USD,EUR,0.7338372349
2014-07-14,USD,GBP,0.5845747413
2014-12-03,USD,USD,1.0
2014-12-03,USD,INR,61.8099910794
2014-12-03,USD,EUR,0.8109642365
2014-12-03,USD,GBP,0.6375800827
2015-01-08,USD,USD,1.0
2015-01-08,USD,GBP,0.6637491502
2015-01-08,USD,INR,62.5679809653
2015-01-08,USD,EUR,0.8497620666
2015-04-13,USD,USD,1.0
2015-04-13,USD,GBP,0.6837566338
2015-04-13,USD,INR,62.4214366945
2015-04-13,USD,EUR,0.9476876422
2015-05-15,USD,USD,1.0
2015-05-15,USD,GBP,0.6365642655
2015-05-15,USD,INR,63.661634887
2015-05-15,USD,EUR,0.8827683616
2014-10-07,USD,USD,1.0
2014-10-07,USD,INR,61.425001983
2014-10-07,USD,EUR,0.7932101214
2014-10-07,USD,GBP,0.6218767351
2014-10-30,USD,USD,1.0
2014-10-30,USD,INR,61.4340371488
2014-10-30,USD,EUR,0.79377679
2014-10-30,USD,GBP,0.6248610891
2014-12-19,USD,USD,1.0
2014-12-19,USD,INR,63.3049922632
2014-12-19,USD,EUR,0.8143985667
2014-12-19,USD,GBP,0.6390585553
2015-02-02,USD,USD,1.0
2015-02-02,USD,GBP,0.665428824
2015-02-02,USD,INR,61.8687002653
2015-02-02,USD,EUR,0.884173298
2014-08-29,USD,USD,1.0
2014-08-29,USD,INR,60.517136791
2014-08-29,USD,EUR,0.7582650895
2014-08-29,USD,GBP,0.6030482257
2014-08-26,USD,USD,1.0
2014-08-26,USD,INR,60.5159945421
2014-08-26,USD,EUR,0.7580351728
2014-08-26,USD,GBP,0.6034338993
2014-06-19,USD,USD,1.0
2014-06-19,USD,INR,60.0350220264
2014-06-19,USD,EUR,0.7342143906
2014-06-19,USD,GBP,0.5872613803
2014-10-03,USD,USD,1.0
2014-10-03,USD,INR,61.8165028535
2014-10-03,USD,EUR,0.7926442613
2014-10-03,USD,GBP,0.6224239062
2014-09-08,USD,USD,1.0
2014-09-08,USD,INR,60.248706264
2014-09-08,USD,EUR,0.7723797019
2014-09-08,USD,GBP,0.6197188538
2015-05-28,USD,USD,1.0
2015-05-28,USD,GBP,0.6538179148
2015-05-28,USD,INR,63.8225036711
2015-05-28,USD,EUR,0.9177679883
2015-06-01,USD,USD,1.0
2015-06-01,USD,GBP,0.6572094298
2015-06-01,USD,INR,63.6991045322
2015-06-01,USD,EUR,0.9137426901
2015-01-14,USD,USD,1.0
2015-01-14,USD,GBP,0.6584288747
2015-01-14,USD,INR,62.1887898089
2015-01-14,USD,EUR,0.8492569002
2014-07-09,USD,USD,1.0
2014-07-09,USD,INR,59.7649783136
2014-07-09,USD,EUR,0.7351319562
2014-07-09,USD,GBP,0.5848342277
2014-11-11,USD,USD,1.0
2014-11-11,USD,INR,61.5449935608
2014-11-11,USD,EUR,0.804893754
2014-11-11,USD,GBP,0.6307147457
2015-04-22,USD,USD,1.0
2015-04-22,USD,GBP,0.663594899
2015-04-22,USD,INR,62.9451736014
2015-04-22,USD,EUR,0.9308386857
2014-06-12,USD,USD,1.0
2014-06-12,USD,INR,59.1450325251
2014-06-12,USD,EUR,0.7392075695
2014-06-12,USD,GBP,0.5942489651
2014-10-21,USD,USD,1.0
2014-10-21,USD,INR,61.2009873061
2014-10-21,USD,EUR,0.783576242
2014-10-21,USD,GBP,0.6190252312
2015-02-18,USD,USD,1.0
2015-02-18,USD,GBP,0.6482588815
2015-02-18,USD,INR,62.3021456208
2015-02-18,USD,EUR,0.8793527963
2014-11-21,USD,USD,1.0
2014-11-21,USD,INR,61.6551279987
2014-11-21,USD,EUR,0.8050233457
2014-11-21,USD,GBP,0.6376589921
2014-09-25,USD,USD,1.0
2014-09-25,USD,INR,61.4280207678
2014-09-25,USD,EUR,0.7866582756
2014-09-25,USD,GBP,0.6139081183
2015-06-02,USD,USD,1.0
2015-06-02,USD,GBP,0.6567231843
2015-06-02,USD,INR,63.8359778765
2015-06-02,USD,EUR,0.9067005168
2015-05-11,USD,USD,1.0
2015-05-11,USD,GBP,0.6458445521
2015-05-11,USD,INR,63.8440136421
2015-05-11,USD,EUR,0.8975049363
2014-12-12,USD,USD,1.0
2014-12-12,USD,INR,62.4640160643
2014-12-12,USD,EUR,0.8032128514
2014-12-12,USD,GBP,0.6365461847
2014-06-18,USD,USD,1.0
2014-06-18,USD,INR,60.3300154833
2014-06-18,USD,EUR,0.7373000074
2014-06-18,USD,GBP,0.5902086559
2014-11-13,USD,USD,1.0
2014-11-13,USD,INR,61.5199903661
2014-11-13,USD,EUR,0.8028259473
2014-11-13,USD,GBP,0.6351958895
2014-08-13,USD,USD,1.0
2014-08-13,USD,INR,61.25
2014-08-13,USD,EUR,0.748502994
2014-08-13,USD,GBP,0.5985778443
2014-10-02,USD,USD,1.0
2014-10-02,USD,INR,61.8164832555
2014-10-02,USD,EUR,0.7917029531
2014-10-02,USD,GBP,0.6194283905
2015-01-07,USD,USD,1.0
2015-01-07,USD,GBP,0.6612289747
2015-01-07,USD,INR,63.1749640774
2015-01-07,USD,EUR,0.845237089
2014-11-28,USD,USD,1.0
2014-11-28,USD,INR,62.1220059281
2014-11-28,USD,EUR,0.8010894817
2014-11-28,USD,GBP,0.6371064648
2014-06-06,USD,USD,1.0
2014-06-06,USD,INR,59.1825245565
2014-06-06,USD,EUR,0.7330303475
2014-06-06,USD,GBP,0.5943410057
2015-05-14,USD,USD,1.0
2015-05-14,USD,GBP,0.6332428409
2015-05-14,USD,INR,63.6800070059
2015-05-14,USD,EUR,0.8757334267
2014-10-14,USD,USD,1.0
2014-10-14,USD,INR,61.4610153408
2014-10-14,USD,EUR,0.7907638779
2014-10-14,USD,GBP,0.628261901
2014-12-01,USD,USD,1.0
2014-12-01,USD,INR,62.0389766621
2014-12-01,USD,EUR,0.8019889326
2014-12-01,USD,GBP,0.6357366268
2014-09-04,USD,USD,1.0
2014-09-04,USD,INR,60.2534767576
2014-09-04,USD,EUR,0.7683442182
2014-09-04,USD,GBP,0.6094506339
2014-06-23,USD,USD,1.0
2014-06-23,USD,INR,60.1554869079
2014-06-23,USD,EUR,0.7355104442
2014-06-23,USD,GBP,0.5879670491
2015-05-13,USD,USD,1.0
2015-05-13,USD,GBP,0.6393369575
2015-05-13,USD,INR,64.0099812851
2015-05-13,USD,EUR,0.8911861688
2015-01-15,USD,USD,1.0
2015-01-15,USD,GBP,0.6552784421
2015-01-15,USD,INR,61.7834813803
2015-01-15,USD,EUR,0.8541168432
2014-10-06,USD,USD,1.0
2014-10-06,USD,INR,61.4803024274
2014-10-06,USD,EUR,0.7958615201
2014-10-06,USD,GBP,0.6253481894
2015-01-20,USD,USD,1.0
2015-01-20,USD,GBP,0.6595560929
2015-01-20,USD,INR,61.7065376976
2015-01-20,USD,EUR,0.863632438
2014-12-22,USD,USD,1.0
2014-12-22,USD,INR,63.2000163145
2014-12-22,USD,EUR,0.8157272208
2014-12-22,USD,GBP,0.6402642956
2014-07-29,USD,USD,1.0
2014-07-29,USD,INR,60.1720157867
2014-07-29,USD,EUR,0.7446570854
2014-07-29,USD,GBP,0.5900662745
2015-02-13,USD,USD,1.0
2015-02-13,USD,GBP,0.6502943502
2015-02-13,USD,INR,62.1700202091
2015-02-13,USD,EUR,0.8786574115
2015-04-24,USD,USD,1.0
2015-04-24,USD,GBP,0.6614005913
2015-04-24,USD,INR,63.5625461936
2015-04-24,USD,EUR,0.9238728751
2014-10-08,USD,USD,1.0
2014-10-08,USD,INR,61.3918544879
2014-10-08,USD,EUR,0.7908264136
2014-10-08,USD,GBP,0.6223803875
2014-12-15,USD,USD,1.0
2014-12-15,USD,INR,63.2399806857
2014-12-15,USD,EUR,0.8047642041
2014-12-15,USD,GBP,0.6386608724
2014-10-17,USD,USD,1.0
2014-10-17,USD,INR,61.4300085783
2014-10-17,USD,EUR,0.7798487094
2014-10-17,USD,GBP,0.6203696483
2014-11-12,USD,USD,1.0
2014-11-12,USD,INR,61.4300152402
2014-11-12,USD,EUR,0.8021175904
2014-11-12,USD,GBP,0.6320686613
2015-03-24,USD,USD,1.0
2015-03-24,USD,GBP,0.6706849315
2015-03-24,USD,INR,62.3273059361
2015-03-24,USD,EUR,0.9132420091
2014-11-05,USD,USD,1.0
2014-11-05,USD,INR,61.4992788462
2014-11-05,USD,EUR,0.8012820513
2014-11-05,USD,GBP,0.6284455128
2015-03-27,USD,USD,1.0
2015-03-27,USD,GBP,0.6722549742
2015-03-27,USD,INR,62.5184229919
2015-03-27,USD,EUR,0.9211495947
2014-10-13,USD,USD,1.0
2014-10-13,USD,INR,60.9950311539
2014-10-13,USD,EUR,0.7887057339
2014-10-13,USD,GBP,0.6215001183
2014-10-01,USD,USD,1.0
2014-10-01,USD,INR,61.7199873046
2014-10-01,USD,EUR,0.7934618742
2014-10-01,USD,GBP,0.6174720305
2014-09-18,USD,USD,1.0
2014-09-18,USD,INR,61.0429614667
2014-09-18,USD,EUR,0.7768800497
2014-09-18,USD,GBP,0.6124145432
2014-07-03,USD,USD,1.0
2014-07-03,USD,INR,59.6450241829
2014-07-03,USD,EUR,0.7328154771
2014-07-03,USD,GBP,0.5836875275
2014-10-28,USD,USD,1.0
2014-10-28,USD,INR,61.2325070599
2014-10-28,USD,EUR,0.7844367744
2014-10-28,USD,GBP,0.6182146219
2015-02-09,USD,USD,1.0
2015-02-09,USD,GBP,0.6576496674
2015-02-09,USD,INR,62.1299334812
2015-02-09,USD,EUR,0.8869179601
2015-03-09,USD,USD,1.0
2015-03-09,USD,GBP,0.661694291
2015-03-09,USD,INR,62.6804788214
2015-03-09,USD,EUR,0.9208103131
2015-05-12,USD,USD,1.0
2015-05-12,USD,GBP,0.6374232583
2015-05-12,USD,INR,64.2891716345
2015-05-12,USD,EUR,0.8897588753
2015-05-18,USD,USD,1.0
2015-05-18,USD,GBP,0.6383352358
2015-05-18,USD,INR,63.668012995
2015-05-18,USD,EUR,0.8780402142
2015-05-25,USD,USD,1.0
2015-05-25,USD,GBP,0.6467480415
2015-05-25,USD,INR,63.5599380579
2015-05-25,USD,EUR,0.9109127346
2014-09-17,USD,USD,1.0
2014-09-17,USD,INR,60.9191108367
2014-09-17,USD,EUR,0.7718431615
2014-09-17,USD,GBP,0.6125347329
2015-02-12,USD,USD,1.0
2015-02-12,USD,GBP,0.6511299435
2015-02-12,USD,INR,62.2765713277
2015-02-12,USD,EUR,0.8827683616
2014-06-25,USD,USD,1.0
2014-06-25,USD,INR,60.1325009181
2014-06-25,USD,EUR,0.734484025
2014-06-25,USD,GBP,0.589239809
2014-09-05,USD,USD,1.0
2014-09-05,USD,INR,60.406317578
2014-09-05,USD,EUR,0.7723200494
2014-09-05,USD,GBP,0.6136468953
2014-06-24,USD,USD,1.0
2014-06-24,USD,INR,60.1199882508
2014-06-24,USD,EUR,0.7343222206
2014-06-24,USD,GBP,0.5885592598
2014-09-26,USD,USD,1.0
2014-09-26,USD,INR,61.2504712535
2014-09-26,USD,EUR,0.7854225573
2014-09-26,USD,GBP,0.6131793905
2014-08-19,USD,USD,1.0
2014-08-19,USD,INR,60.7332634417
2014-08-19,USD,EUR,0.7488392991
2014-08-19,USD,GBP,0.6010558634
2014-11-18,USD,USD,1.0
2014-11-18,USD,INR,61.7508390603
2014-11-18,USD,EUR,0.7991050024
2014-11-18,USD,GBP,0.6388045389
2014-08-21,USD,USD,1.0
2014-08-21,USD,INR,60.6710149299
2014-08-21,USD,EUR,0.7540340823
2014-08-21,USD,GBP,0.6026617403
2015-03-02,USD,USD,1.0
2015-03-02,USD,GBP,0.649683798
2015-03-02,USD,INR,61.9413022179
2015-03-02,USD,EUR,0.8907098958
2014-06-10,USD,USD,1.0
2014-06-10,USD,INR,59.2131099136
2014-06-10,USD,EUR,0.7381708127
2014-06-10,USD,GBP,0.5960729313
2014-10-15,USD,USD,1.0
2014-10-15,USD,INR,61.4249960524
2014-10-15,USD,EUR,0.7895152376
2014-10-15,USD,GBP,0.6282172746
2015-01-27,USD,USD,1.0
2015-01-27,USD,GBP,0.6609322484
2015-01-27,USD,INR,61.3842207677
2015-01-27,USD,EUR,0.8844861136
2015-03-17,USD,USD,1.0
2015-03-17,USD,GBP,0.6769628585
2015-03-17,USD,INR,62.7321109544
2015-03-17,USD,EUR,0.9402914904
2014-10-31,USD,USD,1.0
2014-10-31,USD,INR,61.3649792399
2014-10-31,USD,EUR,0.7984669435
2014-10-31,USD,GBP,0.6261977004
2015-02-23,USD,USD,1.0
2015-02-23,USD,GBP,0.6507346433
2015-02-23,USD,INR,62.3150115065
2015-02-23,USD,EUR,0.8851124093
2014-12-11,USD,USD,1.0
2014-12-11,USD,INR,62.4110074026
2014-12-11,USD,EUR,0.8046346958
2014-12-11,USD,GBP,0.6378339234
2015-02-24,USD,USD,1.0
2015-02-24,USD,GBP,0.6483050847
2015-02-24,USD,INR,62.2025070621
2015-02-24,USD,EUR,0.8827683616
2014-10-29,USD,USD,1.0
2014-10-29,USD,INR,61.2875088325
2014-10-29,USD,EUR,0.7851142341
2014-10-29,USD,GBP,0.6209861035
2014-09-23,USD,USD,1.0
2014-09-23,USD,INR,60.9519857276
2014-09-23,USD,EUR,0.7756748371
2014-09-23,USD,GBP,0.609680422
2014-07-28,USD,USD,1.0
2014-07-28,USD,INR,60.0620114643
2014-07-28,USD,EUR,0.7444353458
2014-07-28,USD,GBP,0.5885133626
2014-12-23,USD,USD,1.0
2014-12-23,USD,INR,63.2924752313
2014-12-23,USD,EUR,0.8187996397
2014-12-23,USD,GBP,0.6441496766
2015-03-04,USD,USD,1.0
2015-03-04,USD,GBP,0.6525530385
2015-03-04,USD,INR,62.2641136282
2015-03-04,USD,EUR,0.8989572096
2014-09-29,USD,USD,1.0
2014-09-29,USD,INR,61.6149909456
2014-09-29,USD,EUR,0.7873395796
2014-09-29,USD,GBP,0.6162506889
2014-06-30,USD,USD,1.0
2014-06-30,USD,INR,60.1861912432
2014-06-30,USD,EUR,0.732171621
2014-06-30,USD,GBP,0.5868355543
2014-07-11,USD,USD,1.0
2014-07-11,USD,INR,59.9989702096
2014-07-11,USD,EUR,0.7355645458
2014-07-11,USD,GBP,0.5841118058
2014-11-03,USD,USD,1.0
2014-11-03,USD,INR,61.405026815
2014-11-03,USD,EUR,0.800448251
2014-11-03,USD,GBP,0.6250300168
2014-10-09,USD,USD,1.0
2014-10-09,USD,INR,60.9575334953
2014-10-09,USD,EUR,0.7835148476
2014-10-09,USD,GBP,0.6170179425
2015-05-20,USD,USD,1.0
2015-05-20,USD,GBP,0.6437308869
2015-05-20,USD,INR,63.7942975355
2015-05-20,USD,EUR,0.8994423457
2015-01-19,USD,USD,1.0
2015-01-19,USD,GBP,0.6604049978
2015-01-19,USD,INR,61.7125376993
2015-01-19,USD,EUR,0.8616975442
2014-11-06,USD,USD,1.0
2014-11-06,USD,INR,61.4827834146
2014-11-06,USD,EUR,0.7989134777
2014-11-06,USD,GBP,0.6280658305
2014-06-20,USD,USD,1.0
2014-06-20,USD,INR,60.1934795408
2014-06-20,USD,EUR,0.7359434795
2014-06-20,USD,GBP,0.5869149249
2014-12-05,USD,USD,1.0
2014-12-05,USD,INR,61.7849862482
2014-12-05,USD,EUR,0.8089305938
2014-12-05,USD,GBP,0.6375182009
2014-08-18,USD,USD,1.0
2014-08-18,USD,INR,60.8495852948
2014-08-18,USD,EUR,0.7472166181
2014-08-18,USD,GBP,0.5979227378
2015-05-04,USD,USD,1.0
2015-05-04,USD,GBP,0.6616571019
2015-05-04,USD,INR,63.662213056
2015-05-04,USD,EUR,0.8967001435
2015-06-04,USD,USD,1.0
2015-06-04,USD,GBP,0.6498188566
2015-06-04,USD,INR,64.0065388354
2015-06-04,USD,EUR,0.8836264028
2015-02-27,USD,USD,1.0
2015-02-27,USD,GBP,0.6475088968
2015-02-27,USD,INR,61.8169039146
2015-02-27,USD,EUR,0.8896797153
2015-03-26,USD,USD,1.0
2015-03-26,USD,GBP,0.6717397248
2015-03-26,USD,INR,62.7263282603
2015-03-26,USD,EUR,0.9113278046
2015-05-27,USD,USD,1.0
2015-05-27,USD,GBP,0.6508331032
2015-05-27,USD,INR,64.0511829145
2015-05-27,USD,EUR,0.9205560158
2014-09-15,USD,USD,1.0
2014-09-15,USD,INR,61.1270234684
2014-09-15,USD,EUR,0.7745333437
2014-09-15,USD,GBP,0.6157152815
2014-12-30,USD,USD,1.0
2014-12-30,USD,INR,63.4610197368
2014-12-30,USD,EUR,0.8223684211
2014-12-30,USD,GBP,0.6433388158
2015-05-05,USD,USD,1.0
2015-05-05,USD,GBP,0.6611495907
2015-05-05,USD,INR,63.4291625439
2015-05-05,USD,EUR,0.8995232527
2014-07-23,USD,USD,1.0
2014-07-23,USD,INR,60.0499814333
2014-07-23,USD,EUR,0.7426661716
2014-07-23,USD,GBP,0.5873004085
2014-08-07,USD,USD,1.0
2014-08-07,USD,INR,61.2324955117
2014-08-07,USD,EUR,0.7480550569
2014-08-07,USD,GBP,0.5939557151
2014-08-11,USD,USD,1.0
2014-08-11,USD,INR,61.1351411923
2014-08-11,USD,EUR,0.7470491558
2014-08-11,USD,GBP,0.5958464067
2015-01-05,USD,USD,1.0
2015-01-05,USD,GBP,0.6569030634
2015-01-05,USD,INR,63.4625262274
2015-01-05,USD,EUR,0.8392782207
2015-03-25,USD,USD,1.0
2015-03-25,USD,GBP,0.6704597178
2015-03-25,USD,INR,62.3714155667
2015-03-25,USD,EUR,0.9103322713
2015-04-21,USD,USD,1.0
2015-04-21,USD,GBP,0.671682243
2015-04-21,USD,INR,62.9057009346
2015-04-21,USD,EUR,0.9345794393
2014-09-01,USD,USD,1.0
2014-09-01,USD,INR,60.5349881977
2014-09-01,USD,EUR,0.7614406457
2014-09-01,USD,GBP,0.6017284703
2015-03-18,USD,USD,1.0
2015-03-18,USD,GBP,0.6825906344
2015-03-18,USD,INR,62.7600075529
2015-03-18,USD,EUR,0.9441087613
2014-07-18,USD,USD,1.0
2014-07-18,USD,INR,60.3400369686
2014-07-18,USD,EUR,0.7393715342
2014-07-18,USD,GBP,0.5852495379
2015-04-28,USD,USD,1.0
2015-04-28,USD,GBP,0.6543424545
2015-04-28,USD,INR,63.1449620207
2015-04-28,USD,EUR,0.915164272
2015-06-03,USD,USD,1.0
2015-06-03,USD,GBP,0.6534039878
2015-06-03,USD,INR,63.9053350099
2015-06-03,USD,EUR,0.8981498114
2014-07-15,USD,USD,1.0
2014-07-15,USD,INR,60.1099684125
2014-07-15,USD,EUR,0.7345919342
2014-07-15,USD,GBP,0.582604863
2014-12-10,USD,USD,1.0
2014-12-10,USD,INR,62.0749677211
2014-12-10,USD,EUR,0.8069722402
2014-12-10,USD,GBP,0.6373063267
2015-05-07,USD,USD,1.0
2015-05-07,USD,GBP,0.6567890314
2015-05-07,USD,INR,64.1555948695
2015-05-07,USD,EUR,0.8845643521
2015-03-03,USD,USD,1.0
2015-03-03,USD,GBP,0.651504298
2015-03-03,USD,INR,61.9219197708
2015-03-03,USD,EUR,0.8954154728
2014-06-09,USD,USD,1.0
2014-06-09,USD,INR,59.0865667255
2014-06-09,USD,EUR,0.734861846
2014-06-09,USD,GBP,0.595127866
2014-11-17,USD,USD,1.0
2014-11-17,USD,INR,61.828024968
2014-11-17,USD,EUR,0.8002560819
2014-11-17,USD,GBP,0.6393245839
2014-07-08,USD,USD,1.0
2014-07-08,USD,INR,59.7931415115
2014-07-08,USD,EUR,0.7358893222
2014-07-08,USD,GBP,0.5841857385
2014-12-02,USD,USD,1.0
